Global Property ID;Source Property ID;Global Property Name;Global Chain Code;Property Address 1;Property Address 2;Primary Airport Code;Property City Name;Property State/Province;Property Zip/Postal;Property Country Code;Property Phone Number;Property Fax Number;Sabre Property Rating;Property Latitude;Property Longitude;Source Group Code
100275256;343313;Morwing Hotel Culture Vogue;HQ;No8 Nanyang Street;;TSA;Taipei;;100;CN;8600886223123661;8,68862E+12;3;2.504.518;12.151.601;SABRE_GDS
100126588;255440;Hanting Hotel East Bell Tower;HQ;No 49 Xi Yi Road.;;SIA;Xi'an;;710004;CN;8,62987E+11;8,62987E+11;-1;34.261.672;108.958.438;SABRE_GDS
100119446;249996;Xiangyang Home Inn - Train Station;HQ;Fengshen Building 65 Qianjin .;;XFN;Xiangyang;;441000;CN;8,67103E+11;;-1;32.059.548;112.155.067;SABRE_GDS
100071017;335302;Starway Hotel Yangjiaping Wanxiang City;HQ;No7 Yangjiaping Zheng Street;;CKG;Chongqing;;400050;CN;8,62369E+11;8,62368E+11;-1;29.509.605;106.514.853;SABRE_GDS
100108010;241395;Shuiyuntian Hotel - Suzhou;HQ;No899sunwu Road Xukou Town Wu.;;WUX;Suzhou;;215000;CN;8,60513E+13;;-1;31.230.477;120.473.078;SABRE_GDS
100454212;350373;Haina Baichuan Hotel;HQ;No99 Wenjiao Road;;NGB;Ningbo;;315000;CN;8,60575E+13;8,65746E+12;-1;29.896.512;121.540.154;SABRE_GDS
100151882;278443;Xiamen Jiacheng Express Hotel - Lianhua;HQ;4 Hanqingli Lianhua North Road.;Siming District Xiamen4;XMN;Xiamen;;361004;CN;8,65926E+11;8,65926E+11;-1;24.485.942;118.130.705;SABRE_GDS
100134066;261090;Woda Hotel - Hotel;HQ;Dazhigu 8th Road 4.;;TSN;Tianjin;;300181;CN;8,62284E+11;8,62284E+11;-1;39.109.321;117.242.767;SABRE_GDS
100147882;274389;Home Inn Zhucheng Renmin East Road;HQ;Intersection Of Dongguan.;Street And Renmin East Road 0;WEF;Zhucheng;;262200;CN;8,65366E+11;8,65366E+11;-1;35.995.729;119.415.895;SABRE_GDS
100130664;258461;Hanting Hotel Longhuayousong;HQ;Donghuanyi Road Songyoukeji.;Building;SZX;Shenzhen;;518109;CN;8,67553E+12;8,67553E+12;-1;22.645.428;114.040.508;SABRE_GDS
100056831;338565;Deqing Milan Fashion Hotel;HQ;No 81 Yong'an Street Deqing;County Huzhou China;HGH;Deqing;;;CN;8,65729E+11;8,65729E+11;-1;30.542.973;119.972.433;SABRE_GDS
100153130;279510;Xilinhot Hotel - Xilinhot;HQ;Xilinhot Street Hexi.;Development Zone Xilinhot 0;XIL;Xilinhaote;;026000;CN;8,64799E+11;8,64799E+11;-1;43.935.512;116.053.795;SABRE_GDS
100462655;342923;Jin Gang International Hotel;HQ;No18 Tanghai Road;;TVS;Tangshan;;063299;CN;8,60316E+12;8,63159E+11;-1;3.927.274;11.842.359;SABRE_GDS
100226274;342727;Lucky News Classic Hotel;HQ;24 Jieshou Road Jieshou Lu;;TSA;Taoyuan;;;CN;8,60089E+14;8,60886E+13;3;24.987.073;12.131.107;SABRE_GDS
100116932;248292;Home Inn Suzhou New District Commercial Street;HQ;No 80 Yushan Road Huqiu.;District Suzhou China;WUX;Soochow;;215001;CN;8,65127E+12;8,65127E+12;-1;31.288.475;120.562.886;SABRE_GDS
100153710;280087;Tai'an Datang Kaiyue Hotel;HQ;53 Dongyue Street.;District Tai'an 53 0;TNA;Taian;;271000;CN;8,65388E+11;8,65386E+11;-1;36.200.297;117.080.932;SABRE_GDS
100108088;241442;Hanting Hotel Jiangtan 2;HQ;Lihuangpo Road 2;;WUH;Wuhan;;430012;CN;8,62783E+11;8,62783E+11;3;30.587;114.302;SABRE_GDS
100150834;277541;Guangzhou Hot Spring Ragaz;HQ;New Spring Yangsheng Valley.;Liangkou Town Conghua;CAN;Guangzhou;;510115;CN;8,62062E+11;8,62062E+11;-1;23.696.183;113.638.715;SABRE_GDS
100151376;277993;Nanning Eagle Holiday Inn;HQ;3 Qingchuan Avenue Xixiangtang.;District Nanning 0;NNG;Nanning;;530001;CN;8,67713E+11;8,67713E+11;-1;22.839.605;10.825.167;SABRE_GDS
100058566;190920;Hanting Express Inn National St;HQ;Beisihuan East Road Huixindong.;Bridge Xianhuidong Line Tower;BJS;Beijing;;100101;CN;8,60106E+12;8,60106E+12;-1;39.992.043;116.421.614;SABRE_GDS
100127184;255848;Hanting Hotel Wangjing Huajiadi;HQ;Buiding 1 Huajiadi;;BJS;Beijing;;100102;CN;8,61053E+11;8,61053E+11;-1;39.986;116.469;SABRE_GDS
100130122;258034;Hanting Hotel Science Market;HQ;Wenhua Road 84;;CGO;zhengzhou;;450003;CN;8,63719E+12;8,63719E+12;-1;34.796;113.666;SABRE_GDS
100114678;246583;Changzheng Spring Hotel - Zhoushan;HQ;No592haihua Road.;;HSN;Zhoushan;;316100;CN;8,65804E+11;8,65804E+11;-1;29.967.201;12.231.745;SABRE_GDS
100115610;247285;Hanting Hotel Yijian Road Branch;HQ;No100 Yijian Road;;WUX;Jiangyin;;214431;CN;8,65108E+12;8,65108E+12;-1;31.913.358;120.278.693;SABRE_GDS
100140438;266073;Yanan Tourism Mansion - Yanan;HQ;Shizi Zhongxin Street Baota.;District Yan'an City 0;ENY;Yanan;;716000;CN;8,69112E+11;8,69112E+11;-1;48.028.923;134.053.803;SABRE_GDS
100107648;241071;Kai Fu Hotel - Guangzhou;HQ;Tianhe Street 4.;;FUO;Guangzhou;;510620;CN;8,62086E+11;8,62086E+11;-1;23.132;113.321;SABRE_GDS
100117992;249044;Hanting Hotel Hangzhou Wulin Square East;HQ;Zhongshan North Road 522;;HGH;Hangzhou;;310003;CN;8,65719E+12;8,65719E+12;-1;30.271;120.167;SABRE_GDS
100135870;262485;Golden Diamond Hotel - Zhongsha;HQ;Kanghua Road 33 Shiqi District;Zhongshan Guangdong Province;ZUI;Zhongshan;;528400;CN;8,67609E+12;8,67609E+12;4;22.54;113.382;SABRE_GDS
100700340;332142;Foshan Hotel;HQ;No6 Shanju Road;;DAT;Wutaishan;;035515;CN;8,61584E+12;8,61584E+12;-1;38.986.233;113.567.047;SABRE_GDS
100117449;343273;Poyer Hotel;HQ;Beside Aijia Guoji Huacheng No;1026 Tuanjie Avenue;WUH;Wuhan;;;CN;8,60279E+12;8,62788E+11;-1;30.596.021;11.429.928;SABRE_GDS
100147326;273453;Famen Temple Hotel - Shaanxi;HQ;Famensi Spot 0.;;XIY;fufengxian;;722201;CN;8,69175E+11;8,69175E+11;-1;34.439;107.904;SABRE_GDS
100110004;243083;Senmei Hotel - Dongguan;HQ;Jufu Road 123.;;HUZ;Dongguan;;523600;CN;8,67698E+12;8,67698E+12;-1;22.829.742;11.415.923;SABRE_GDS
100146354;272005;Yayuan Hotel;HQ;208.;Economic Development Zone;YIW;Lishui;;323000;CN;8,65783E+11;8,65783E+11;-1;28.411.384;119.854.708;SABRE_GDS
100151442;278057;Chifeng Jiutian International Hotel;HQ;Xing'an Street Xincheng.;District;CIF;Nei Monggol;;24000;CN;8,64769E+11;8,64769E+11;-1;42.256.231;118.897.073;SABRE_GDS
100108946;242201;Quanzong Business Building - Tsingtao;HQ;Taipingjiao Fourth Road 15.;;TAO;Qingdao;;266071;CN;8,65328E+12;8,65328E+12;-1;36.056.558;120.363.153;SABRE_GDS
100145686;271209;Wujiang Home Inn - Liuhong Road;HQ;No409 Liuhong Road Songling.;Town Wujiang Suzhou China;WUX;Wujiang;;215200;CN;8,65126E+12;8,65126E+12;-1;3.115.973;12.064.424;SABRE_GDS
100105150;238947;Beijing Xidan Hotel;HQ;Beiyi Lane 1.;;BJS;Beijing;;100000;CN;8,61066E+11;8,61066E+11;-1;39.912.616;116.371.489;SABRE_GDS
100087593;338542;Xianyou Huaqiao Hotel;HQ;Former Huaqiao Building Linan;District Xianyou County;JJN;xianyou;;;CN;8,65946E+11;8,65946E+11;-1;25.363.491;118.686.836;SABRE_GDS
100109540;242684;Hangu Chengshi Sunlight Hotel - Tianjin;HQ;No 3 Xinkai Middle Road Binhai;New District Tianjin China;TSN;Tianjin;;300480;CN;8,62267E+11;8,62267E+11;-1;39.123.564;117.198.079;SABRE_GDS
100149600;276414;Jiulong International Hotel - Wuhan;HQ;Xiongchu Street 272 Hongshan.;District Wuhan 0;WUH;Hubei;;430000;CN;8,62788E+11;8,62788E+11;-1;3.051.051;114.344.316;SABRE_GDS
100119050;249736;Hanting Hotel Hongqiao Wuzhong Road New Hotels;HQ;Hongjing Road 218;;SHA;Shanghai;;201103;CN;8,62161E+11;8,62161E+11;2;31.175;121.37;SABRE_GDS
100006199;348229;Jing Cheng International Hotel;HQ;468 Liuyi North Road;;FOC;Fuzhou;;350011;CN;8,65919E+12;8,65919E+12;-1;260.865;119.313.015;SABRE_GDS
100152490;278963;Wenjing Business Hotel - Qinhuangdao;HQ;345 Xigang Road Haigang.;District Qinhuangdao;SHP;Qinhuangdao;;066000;CN;8,60335E+12;8,60335E+12;-1;3.994.752;119.576.048;SABRE_GDS
100127444;256054;Sohotel;HQ;No 139 Bonham Strand Hong Kong;;HKG;HongKong;;;CN;85228518818;85228518818;4;22.286;114.149;SABRE_GDS
100147336;273477;Artland Peninsula Hotel;HQ;Intersection Of Datong Rd.;Wenming Rd;HUZ;Heyuan;;517000;CN;8,67624E+11;8,67624E+11;-1;23.748.936;114.695.162;SABRE_GDS
100132354;259746;Plaza Of Westcity;HQ;No262 Wantang Road.;;HGH;Hangzhou;;310013;CN;8,65718E+12;8,65719E+12;-1;30.279.786;120.124.042;SABRE_GDS
100072329;374573;Xinyage Apartment;HQ;Intersection Of Bao'an South;Road And Jiabin Road Luohu;SZX;Shenzhen;;;CN;8,6133E+12;8,6133E+12;-1;22.184.728;111.111.676;SABRE_GDS
100092433;331613;Luxiang Gucun Holiday Hotel;HQ;Near Hanshan Bridge Luxiang;Ancient Village Dongshan Town;WUX;Soochow;;215107;CN;8,65127E+12;8,65127E+12;-1;35.000.074;104.999.927;SABRE_GDS
100110010;243085;Zai Shui Yi Fang Business Hotel - Dongguan;HQ;Keyuan Building 3 4 Songshan.;Lake Science Industry Park;SZX;Dongguan;;523808;CN;8,67692E+12;8,67692E+12;-1;22.925.551;113.887.469;SABRE_GDS
101081094;342452;Daxiagu Ligong Guoyuan Holiday Hotel;HQ;Near No258 Provincial Road;Grand Canyon Scenic Area Dabu;CAN;Shaoguan;;512723;CN;8,60752E+12;8,67515E+11;-1;2.481.341;113.592.356;SABRE_GDS
100119546;250082;Golden Lily Hotel - Fuzhou;HQ;Wusi Road 252.;;FOC;Fuzhou;;350003;CN;8,65919E+12;8,65919E+12;-1;26.100.672;119.305.901;SABRE_GDS
100090561;353512;Shenzhen Xingkong Xinyu Hotel;HQ;No 133 Dongshan Village;Dongshan Community Nanao;HUZ;Shenzhen;;;CN;8,67558E+12;8,67558E+12;-1;22.184.728;111.111.676;SABRE_GDS
100100090;234659;Beijing Home Inn - Sanyuanqiao;HQ;Block 36 Xibahedongli Chaoyang.;District Beijing China;BJS;Beijing;;100028;CN;8,61065E+11;8,61065E+11;-1;3.996.959;11.645.443;SABRE_GDS
100139926;265680;Huanghe Guesthouse - Kaifeng;HQ;No1qingshuiwancentury Avenue.;;CGO;kaifeng;;475100;CN;8,63713E+12;8,60379E+12;-1;34.871.681;113.651.633;SABRE_GDS
100336952;343737;Vip Hotel Taichung;HQ;No5 Section 1 Of Shuangshi;Road;RMQ;Taichung;;400;CN;86008864-22296151;8608864-22297101;3;35.000.074;104.999.927;SABRE_GDS
100154432;280661;Shandong Li-shan Mansion;HQ;Daweier Road 18.;;TNA;Jinan;;250001;CN;8,60532E+13;;-1;366.649;117.059;SABRE_GDS
100107190;240741;Art House Hotel - Chengdu;HQ;Shuhan Road 530 Yangxixian.;Chengdu Sichuan Province 0;CTU;Chengdu;;610036;CN;8,60287E+12;8,60287E+12;-1;30.693.089;104.013.024;SABRE_GDS
100127100;255795;Hanting Hotel Yu Jia Bao;HQ;No155 Xin Gang Road.;;TSN;Tianjin;;300456;CN;8,62265E+11;8,62265E+11;-1;39.002.196;117.715.096;SABRE_GDS
101030278;342792;Superior Guangzhou Yingbin No1;HQ;No 1 Yingbin Road;;FUO;Guangzhou;;511431;CN;8,60207E+12;8,62066E+11;-1;23.036.668;113.313.412;SABRE_GDS
100059492;192642;Hongfan Hotel Guangzhou;HQ;No126 Gexin Road Haizhu.;District Guangzhou China 0;FUO;Guangzhou;;510250;CN;8,6209E+11;8,6209E+11;-1;23.088.882;113.249.778;SABRE_GDS
100110360;243338;Jia He Tian Hao Hotel - Guiyang;HQ;Jiefang West Road.;;KWE;Guiyang;;550017;CN;8,68514E+11;8,68514E+11;-1;26.556.824;106.697.041;SABRE_GDS
100145980;271535;Nanchong Choudu Renhe Hotel;HQ;6f Daduhui Shunqing District.;Nanchong 6;NAO;Nanchong;;637000;CN;8,68173E+11;8,68173E+11;-1;30.789.544;106.086.608;SABRE_GDS
100092269;330146;Tiandi Renhe Business Hotel;HQ;No 4 Nanpu Village Shilian;Road Shiji Town Panyu;FUO;Guangzhou;;511450;CN;8,62039E+11;8,62039E+11;-1;22.948.395;113.444.578;SABRE_GDS
100147804;274317;Wenzhou 161 Oso Luxury Hotel;HQ;2f Kanghua Mansion Feixia Road.;Lucheng District 2f;WNZ;Wenzhou;;325000;CN;8,65778E+12;8,65778E+12;-1;2.801.976;120.665.959;SABRE_GDS
100133046;260267;Hanting Hotel Guanyin Bridge;HQ;5 Zhong Ye Road.;;CKG;Chongqing;;400020;CN;8,62386E+11;8,62389E+11;-1;29.572;106.532;SABRE_GDS
100029103;334060;Wanneng Hotel;HQ;99 Ma'anshan Road Ma'anshan Lu;;HFE;Hefei;;230001;CN;8,60552E+13;8,65516E+12;-1;31.852.358;117.300.381;SABRE_GDS
100149820;276610;Heyuan Hot Spring Club - Zhengzhou;HQ;8 Yingxie Road Jinshui.;District;CGO;Zhengzhou;;450004;CN;8,63717E+12;8,63717E+12;-1;34.748.594;11.371.798;SABRE_GDS
100133616;260750;Zhongshan Sihai Hotel - Zhongsh;HQ;Shangye Street 68;;ZUI;Zhongshan;;528459;CN;8,67609E+12;8,67609E+12;-1;22.418;113.32;SABRE_GDS
101080984;340374;Talmud Hotel Yi Chung Branch;HQ;3f No22 Taiping Rd North Dist;Taichung City 404 Taiwan;RMQ;Taichung;;404;CN;86008864-22277733;8608864-22277733;-1;35.000.074;104.999.927;SABRE_GDS
100116522;247977;Qianxuelou Hotel - Lijiang;HQ;Double-stone Bridge Of Lijiang.;Old Town;LJG;Lijiang;;674199;CN;8,68885E+11;8,68885E+11;-1;268.749;100.23;SABRE_GDS
100177178;343587;Hotel Sunroute Taipei;HQ;No9 Section 1 Of Minquan East;Road;TSA;Taipei;;;CN;868863610;868863610;3;35.000.074;104.999.927;SABRE_GDS
100116570;248013;Summer Hotel - Qingdao;HQ;Laoshan Road 36.;;TAO;Qingdao;;266102;CN;8,65329E+12;8,65329E+12;-1;36.109.413;120.537.357;SABRE_GDS
100151822;278395;Home Inn Shanghai Pudong South Road Expo;HQ;2253 Pudong South Road Pudong.;District Shanghai 0;SHA;Shanghai;;200433;CN;8,62151E+11;8,62151E+11;-1;3.120.487;12.151.516;SABRE_GDS
100110382;243352;Kaixuanlon Hotel People's Square - Guiyang;HQ;No8 Shenqi Road.;;KWE;Guiyang;;550002;CN;8,68519E+11;8,60852E+12;-1;26.567.708;10.671.348;SABRE_GDS
100685492;330654;Huazhu Solo Wandering Yunju Inn;HQ;76 Wenming Village Yishang;Street;LJG;Lijiang;;;CN;8,68885E+11;8,68885E+11;-1;24.454.803;110.289.026;SABRE_GDS
100504578;345699;Viennal International Hotel Fanyu City Bridge Chinese Only;HQ;No118 Dabei Road;;FUO;Guangzhou;;511400;CN;8,62032E+11;8,62032E+11;03.May;22.941.119;113.366.174;SABRE_GDS
100150038;276787;First Dynasty Hotel - Xichang;HQ;10 Chang'an East Road Xichang.;0;XIC;Sichuan;;615000;CN;8,68343E+11;8,60834E+12;-1;27.888.369;102.261.418;SABRE_GDS
100151484;278083;Fu Quan Resort - Chenzhou;HQ;Reshui Town Rucheng County.;Chenzhou 0;KOW;Hunan;;424117;CN;8,67358E+11;8,67358E+11;-1;25.529.251;1.139.109;SABRE_GDS
100114650;246563;Mingmen Hotel;HQ;78 Guantai Road Nancheng.;Dongguan;SZX;Dongguan;;523072;CN;8,67692E+12;8,67692E+12;-1;23.008.737;113.736.841;SABRE_GDS
100131900;259417;Shatian Zhaokang Hotel - Dongguan;HQ;Gangkou Avenue Shatian Town.;;SZX;Dongguan;;523000;CN;8,67699E+12;8,67699E+12;-1;22.909.266;113.615.276;SABRE_GDS
100134356;261307;Manzhouli Grand Hotel - Manzhouli;HQ;9 Zhongsu Street Inner.;Mongolia Prchina 0;NZH;Manzhouli;;21400;CN;8,64703E+11;8,64703E+11;-1;495.942;117.444;SABRE_GDS
100126040;255048;Hanting Hotel Qianfoshan;HQ;10 West Wenhua Road.;;TNA;Jinan;;250014;CN;8,65316E+12;8,65319E+12;-1;36.654.068;11.703.348;SABRE_GDS
100149974;276738;Home Inn Dewai - Beijing;HQ;B Dewai Street 12.;;BJS;Beijing;;100011;CN;8,61083E+11;8,61083E+11;-1;39.96;116.381;SABRE_GDS
100125970;254982;Hanting Hotel Junshan Road;HQ;No74 Junshan Road.;;XUZ;Zaozhuang;;277101;CN;8,66323E+11;8,66323E+11;-1;3.486.542;117.564.461;SABRE_GDS
100101597;345019;Hanting Hotel Lianhu Square;HQ;No5 Jiefang Road;;LLF;hengyang;;421009;CN;8,67349E+11;8,67349E+11;-1;2.689.436;11.259.948;SABRE_GDS
100105152;238949;Hua Tong Xin Hotel - Beijing;HQ;Chunxiu Road Workers Stadium;Chaoyang District Beijing;BJS;Beijing;;100027;CN;8,61064E+11;8,61064E+11;-1;35.210.395;110.734.381;SABRE_GDS
100153020;279419;Hefei Haoxin Holiday Hotel;HQ;Intersection Of Fanhua Avenue.;And Xiyou Road;HFE;Hefei;;230016;CN;8,65515E+11;8,65514E+11;-1;31.777.942;117.257.402;SABRE_GDS
100055465;370300;Weigongguan Hotel;HQ;Guanli Road Yongding District;Zhangjiajie China;DYG;Zhangjiajie;;427000;CN;8,67442E+11;8,67442E+11;-1;29.129.901;110.481.621;SABRE_GDS
100132642;259963;Tiandu Hotel Anhui - Hefei;HQ;355 Changjiang Road.;;HFE;Hefei;;230061;CN;8,65512E+11;8,65513E+11;-1;31.862.509;117.267.763;SABRE_GDS
100060048;193524;Feilu Business Hotel;HQ;No323 Lianhu Road Lainhu;District Xi'an Shanxi China;XIY;Xian;;710003;CN;8,62988E+11;8,62988E+11;-1;34.269.889;108.929.002;SABRE_GDS
100150736;277466;Hangzhou Home Inn - Xiaoshan Bus Station;HQ;Xiaoshao Road 981.;;HGH;Hangzhou;;311200;CN;8,65718E+12;8,65718E+12;-1;30.165;120.278;SABRE_GDS
100152022;278557;Nantong Li Ao Apartment Hotel;HQ;Zhongnan Century City 29.;;NTG;Nantong;;226000;CN;8,60514E+13;;-1;31.970.603;120.894.391;SABRE_GDS
100324524;342703;Papersun Hotel;HQ;No8 Lane 48 Fude Road;;TSA;Taipei;;11163;CN;86008862-28817588;8608862-28817588;3;2.509.275;12.152.317;SABRE_GDS
100146284;271863;Zunhua Sunshine Vip Hotel;HQ;South Of Noth 2nd Ring West.;Road Zunhua Tangshan China;TVS;Zunhua;;064200;CN;8,63157E+11;8,63157E+11;-1;40.202.876;117.956.809;SABRE_GDS
100116950;248309;Hanting Hotel New Guanqian;HQ;No1266renminroad.;;WUX;Suzhou;;215005;CN;8,65129E+12;;-1;31.308.005;120.622.651;SABRE_GDS
100106574;240276;Jiao Tong University Nanyang Hotel - Xi'an;HQ;No1xingqingnan Roadxian 0.;;SIA;Xian;;710048;CN;8,62988E+11;8,62988E+11;-1;34.240.385;108.988.552;SABRE_GDS
100118980;249691;Motel 168 Jiading Chengxi - Shanghai;HQ;Qinghe Road 318.;;SHA;Shanghai;;208100;CN;8,60217E+12;;-1;31.378.587;121.237.422;SABRE_GDS
100132668;259982;Golden Sun Hotel - Hohhot;HQ;Tongdao North Road 0.;;HET;Hohhot;;010050;CN;8,64717E+11;8,64717E+11;-1;408.183;111.68;SABRE_GDS
100151752;278335;Huizhou Fortune Hotel Lakes Creek;HQ;0752 2078888 0.;;HUZ;Huizhou;;516001;CN;8,67522E+11;8,60752E+12;3;23.086.431;11.444.943;SABRE_GDS
100129146;257271;Kings De Nathan Hotel;HQ;No 473 Nathan Road Yau Ma Tei.;Kowloon Hong Kong China;HKG;HongKong;;;CN;85227801281;85227801281;-1;2.231.043;11.417.052;SABRE_GDS
100107694;241115;Jia Li Da Hotel - Lijiang;HQ;Changshui Road 41.;;LJG;Lijiang;;674100;CN;8,60889E+12;;-1;26.865.575;100.235.197;SABRE_GDS
100105378;239114;Xiamen Commerce Hotel Beijing;HQ;46 Zhichun Road Haidian.;District Beijing 0;NAY;Beijing;;100098;CN;8,61082E+11;8,61082E+11;-1;3.997.694;116.338.434;SABRE_GDS
100143272;269222;Xinchang Baiyun Hotel - Shaoxing;HQ;Renmin Middle Rd 115.;;NGB;Xinchang;;312500;CN;8,65759E+12;8,65759E+12;-1;295.036;120.877;SABRE_GDS
100153126;279507;Country Garden Golden Beach Spring Hotel;HQ;Longbo Bay Road.;;HAK;Lingao;;571800;CN;8,68983E+12;8,68983E+12;3;19.959.274;109.767.011;SABRE_GDS
100074033;362760;Yichang Rido Hotel;HQ;Intersection Of Xiling 1st;Road And Xinghuo Road Xiling;YIH;Yichang;;;CN;8,67176E+11;8,67176E+11;-1;30.771.111;111.321.667;SABRE_GDS
100110426;243386;Urumqi Jiangnan Hotel;HQ;Aletai Road 815.;;URC;Urumqi;;830002;CN;8,69914E+11;8,69914E+11;-1;4.384.788;875.631;SABRE_GDS
100142596;268483;Hanting Hotel Jin Sha Plaza;HQ;No2 4 Xi Men Street;;CZX;Jintan;;213299;CN;8,65198E+12;8,65198E+12;-1;31.743;119.574;SABRE_GDS
100107834;241264;Ruihua Hotel - Nanjing;HQ;Mufu East Road 339.;;NKG;Nanjing;;210000;CN;8,62559E+11;8,62559E+11;-1;3.211.677;118.812;SABRE_GDS
100248547;342700;Tie Dao Hotel;HQ;No2 Chenggong Road;;TNN;Tainan;;704;CN;86008866-2213200;8608866-2203291;02.May;22.997.677;12.021.106;SABRE_GDS
100060094;193583;Arcadian Hotel;HQ;Pingyang Road 48.;;TYN;Taiyuan;;030012;CN;8,63517E+11;8,63517E+11;-1;37.836.802;11.255.297;SABRE_GDS
100110808;243676;Yaqi Business Hotel - Hefei;HQ;Cross Of Luzhou Avenue And Fa.;;HFE;Hefei;;230051;CN;8,60552E+13;;-1;3.179.438;117.301.567;SABRE_GDS
100154666;280882;Hanting Hotel West Lake Huansha Road;HQ;No128 Dingan Road.;;HGH;Hangzhou;;310002;CN;8,65716E+12;8,65716E+12;-1;30.247.054;120.166.539;SABRE_GDS
100147840;274345;Bojia Business Hotel;HQ;2 Xiayi Lane Qianhui Road.;Chaozhou 0;SWA;Chaozhou;;521000;CN;8,67682E+11;8,67682E+11;-1;23.664.265;116.635.765;SABRE_GDS
100146126;271673;Nanning Meiwan Chain Hotel - Tingjiang;HQ;73 Tingjiang Road Jiangnan.;District Nanning;NNG;Nanning;;530022;CN;8,67713E+11;8,67713E+11;-1;22.785.984;108.323.026;SABRE_GDS
100152966;279370;Tonglu Wenqi International Hotel;HQ;329 Xuesheng Road Tonglu.;County 0;YIW;Tonglu;;311500;CN;8,65717E+12;8,65717E+12;-1;29.800.697;119.695.798;SABRE_GDS
100153438;279752;Crowne Holiday Hotel - Jinjiang;HQ;No21hepingzhong Road.;;IQN;Jinjiang;;362299;CN;8,60596E+13;8,60596E+13;-1;24.794.419;118.579.307;SABRE_GDS
100114302;246292;Jingjiang City Star Hotel - Jingjiang;HQ;8 Xingye Road Jingjiang 0.;;CZX;Jingjiang;;214500;CN;8,65238E+12;8,65238E+12;-1;32.001.106;120.252.056;SABRE_GDS
100152444;278906;Vanray International Resort - Shigatse;HQ;Xigezi Street Shigatse 0.;;RKZ;Rikaze;;857000;CN;8,68929E+11;8,68929E+11;-1;29.267.944;88.875.875;SABRE_GDS
100059233;340504;Home Inn Guang An Jin An Da Dao Shi Min Guang Chang;HQ;No296 Jin An Da Dao;;NAO;Guang'an;;638099;CN;8,68262E+11;8,68262E+11;-1;30.472.586;106.634.928;SABRE_GDS
100153160;279539;Hanting Express Inn Zhongshan West Road - Hohhot;HQ;Zhongshan West Road 212;;HET;Hohehot;;010030;CN;8,60472E+12;8,60472E+12;-1;40.808;111.655;SABRE_GDS
100115588;247267;Hanting Hotel Hongxin Road Branch;HQ;No258 Taihu Avenue.;;WUX;Wuxi;;214073;CN;8,65107E+12;8,65107E+12;-1;31.542.772;120.292.536;SABRE_GDS
100094692;231316;Xingui Hotel - Guilin;HQ;1 Yinding Road Xiangshan.;District;KWL;Guilin;;541002;CN;8,67734E+11;8,67734E+11;-1;2.526.486;110.284.291;SABRE_GDS
100149884;276664;Lobo Holiday Resort - Zhanjiang;HQ;Tangshanling Ecological Park.;Haijun Road Lianjiang 0;ZHA;Zhanjiang;;524400;CN;8,67597E+11;8,6076E+12;-1;21.629.246;110.285.611;SABRE_GDS
100461434;342627;Taiyuan Vienna Hotel Wanda Squaredomestic Only;HQ;No 92 Fuxi Street Xinghualing;District Taiyuan China;TYN;Taiyuan;;030000;CN;8,63514E+11;8,63514E+11;-1;37.856.186;112.556.174;SABRE_GDS
101080356;239349;Moon Bay Resort -sanya;HQ;Size Of The Cave Heavens Ozuki.;Bay Resort Sanya 0;SYX;Sanya;;572000;CN;8,68989E+12;8,68989E+12;-1;18.293.335;109.165.134;SABRE_GDS
100148946;275749;Wonderland Hotel Erdos;HQ;Int Of S Keji St Tiexi.;Yingbin Rd;DSN;Erdos;;017000;CN;8,64779E+11;8,64779E+11;-1;39.813.497;109.965.645;SABRE_GDS
100515540;380887;City Express Inn;HQ;No 236 238 Yanhe Avenue;Qiaokou District Wuhan China;WUH;Wuhan;;;CN;8,62784E+11;8,62784E+11;-1;30.596.021;11.429.928;SABRE_GDS
100234436;338354;Landison Hotel Nantong;HQ;No111 Zhongshan Road;;NTG;Rudong;;226400;CN;8,60514E+13;8,65138E+12;-1;32.327.121;121.177.744;SABRE_GDS
100153108;279498;Dongshan Daihu Villa - Suzhou;HQ;Daisong Pier 0.;;WUX;Soochow;;215107;CN;8,6214E+13;8,6214E+13;3;3.110.424;12.039.316;SABRE_GDS
100150174;276947;Yabang International Hotel;HQ;No2eastshangyuan Road.;;HIA;Xiangshui;;224600;CN;8,65158E+12;8,65158E+12;-1;3.420.166;119.589.132;SABRE_GDS
100139126;265032;Jinzun Hotel - Zhangjiajie;HQ;Gaoyun Villa Area Huajuan Road.;;DYG;Zhangjiajie;;427400;CN;8,67446E+11;8,67446E+11;-1;29.339.879;110.537.483;SABRE_GDS
100106988;240593;International Exchange Center - Hangzhou;HQ;Jianggan District Desheng Road;No 1101;HGH;Hangzhou;;310018;CN;8,65719E+12;8,65719E+12;-1;30.248.963;120.205.234;SABRE_GDS
100140036;265764;Wenhua Hetai Hotel - Qionghai;HQ;Middle Section Of Yinhai Road.;;HAK;Qionghai;;517400;CN;8,68986E+12;8,68986E+12;-1;19.257.835;110.455.641;SABRE_GDS
100150154;276916;Chen Xiang Guest Hotel - Xinyu;HQ;Xianlaixi Avenue 232 Yushui.;District Xinyu 0;KNC;Xinyu;;338000;CN;8,67906E+11;8,60791E+12;-1;27.817.123;11.490.994;SABRE_GDS
